name,registration_number,address,registration_date,renewed_on,valid_upto,district,country,remarks,source_name
RUSA (Rural Unity & Social Advancement),3535,"Rasulpur, Satkhira-9400 Phone: 01728389302, 01712316095 email: rusa.ngo.bd@gmail.com",2025-12-01,,2035-11-30,Satkhira,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Rustic,1949,"House-11, Road-06, Sonadanga R/A, Khulna-9100 Phone: 01-729421",2004-07-25,2019-07-25,2029-07-25,Khulna,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
RW Welfare Society,3338,"889/NurAhmedRoad,JamalKhan, Chattogram. Email:rowwsbd@gmail.com",2022-12-20,,2032-12-19,Chattogram,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
S. Ahmed Foundation,2178,"78, Dilkusha C/A, Dhaka.",2006-12-24,,2011-12-24,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Saadat Smriti Sadan,1640,"555, Noyatola, Bara Maghbazar, Dhaka.",2001-05-17,2006-05-17,2011-05-17,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Sabalamby Unnayan Samity,0392,"Shibganj Road, P.O. & Dist. Netrokona Phone : 0951-61566 Fax: 0951-61766 www.sablamby.org",1990-10-21,2020-10-21,2030-10-21,Netrakona,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Sabuj Kallyan Sangstha(SKS),1480,"Kabirpur, P.O.+Thana: Shailakupa, Jhenidah. Phone: 01937-870669",2000-01-26,2020-01-26,2030-01-26,Jhenaidah,Bangladesh,Name Change 22/02/2023,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Sabujer Ovizan Foundation,2718,"House-425, Road-03, Adabor Shamoli, Dhaka. Phone: 01726-851785",2012-07-18,2017-07-18,2027-07-18,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Sachatan Shahajja Sangstha,1999,"Kulsum Apt. Flate-3-B (3rd Floor), 40-41, Siddeshwari Circular Road, Shantinagar, Dhaka-1217 Phone: 01711-612752 www.sssdhakabd.org",2005-01-13,2020-01-13,2030-01-13,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Sachetan,1136,"House-573, Ramchandrapur, Natore Road, Rajshahi-6100. Phone: 0721-771602, Fax: 0721-812560",1997-02-17,2017-02-17,2027-02-17,Rajshahi,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Sachetan Karma Sahayak Sangstha,2948,"Vill: Chakrampur, Upazila Sadar, Natore Phone: 01558-795646",2015-07-30,2020-07-30,2030-07-30,Natore,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
SAD Bangladesh,2586,"Kamlpur (Amlapara), Uzilla: Bhairab, Distl: Kishorganj. Phone: 01714-090232",2010-07-13,2020-07-13,2030-07-12,Kishorganj,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
SAFE (Social Activities for Environment),2875,"Nur Villa, Khan a Sabur Road, Khulna Phone: 88041813181",2014-08-12,,2019-08-12,Khulna,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Safe Foundation,2415,"Baramagura (Noyapara), B/Kanchdah, Nawabgonj, Dinajpur. Phone: 01748-951390",2009-02-26,2019-02-26,2029-02-25,Dinajpur,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Safe Green Foundation,3561,"Mollahat, Bagerhat, Khulna, Bagerhat Phone: 01790000011 email: safegreenfoundation@gmail.com",2026-01-19,,2036-01-18,Bagerhat,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Safety & Rights Society,2659,"14/23 Babor Road (4th Floor), Block-B, Mohammadpur, Dhaka-1207. Phone: 01193200207, 01191797414",2011-09-29,2021-09-29,2031-09-29,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Safollow Shastho O Shikkha Unnayan Foundation,2810,"wLawhwe.rspaufre, tByaanrgdorirgiah,t s.org Chapainababganj. Phone: 01733-111515",2013-08-22,2018-08-22,2028-08-22,Chapainababg anj,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Sagarika Samaj Unnayan Sangstha,0343,"Vill. & P.O. Charbata, Noakhali Sadar, Noakhali Phone: 01711-380864 www.sagarika-bd.org",1990-01-28,2020-01-28,2030-01-27,Noakhali,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Saint Bangladesh,2064,"Akter Mansion, C & B Road, Barisal Phone: 0431-2176016",2006-01-25,2021-01-25,2031-01-25,Barisal,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
SAJ (Samaj Gathon Mulak Protishthan),3137,"31, PTI Road, Shastitala Para, Jessore",2018-01-22,,2028-01-22,Jessore,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Sajida Foundation,0984,"House-28, Road-07, Block-C, Niketon Housing Society, Gulshan-1, Dhaka-1212 Phone: 9890513, Fax: 9863165 www.sajidafoundation.org",1995-10-31,2020-10-31,2030-10-31,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Sa-Karma Samaj Seba Sangstha,1759,"House-39/39, Vill: Upar Vadra, P.O: Kajla, Thana: Boalia, Rajshai.",2002-11-14,,2007-11-14,Rajshahi,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
SAKO (Social Advancement of Kinetic Organization),2148,"Vill.: Horiasa, Post+Upazilla: Jajira, Dist.: Shariatpur.",2006-10-17,,2011-10-17,Shariatpur,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Saleh Family Foundation,2546,"Crystal Plaza, 53, Sir Najim Uddin Road, Dhaka-1000 Phone: 7301889, 01556-459669",2010-03-02,2025-03-02,2035-03-01,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Saleha Abdul Rahman Samaj Kallayan Parishad,3169,"Village: Chowala, Narsingdi Sadar, Narsingdi. Mob: 01722233572",2018-11-11,,2028-11-11,Narsingdhi,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Salenka Katt Shilpa Sramik Kalyan Samity,0242,"Vill. Salenka, Tangail",1987-11-03,2007-12-03,2012-12-03,Tangail,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Salma Foundation,2995,"Katia, Against Katia Govt. Staff Quarter, Sathkhira. Phone: 01785-758559",2016-01-21,,2021-01-21,Sathkhira,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Salman Shah Manab Kallyan Sangstha,1494,"Flat-C, JJ Tower, Kalabagan, Dhaka.",2000-03-06,2005-03-06,2010-03-06,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
SALMANS,1028,"Vill. Lakhoonpur, P.O. Suvashoni, Satkhira",1996-04-13,2011-04-13,2021-04-13,Sathkhira,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Salpobitto Paribar Unnayan Kendra,1629,"H-724, Road-10, Baitul Aman Housing Society, Adabar, Shyamoly, Dhaka. Phone : 8116042",2001-04-09,2016-04-09,2026-04-09,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Salvation for the Deserving (SFD),2108,"Vill.: Tum Dakhin, Post: Dalai Bazar, Upazilla: Singair, Dist.: Manikgong.",2006-07-06,,2011-07-06,Manikganj,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Salvation of women Local Association (SAWLA),2150,"7/A/1, I/A, Dhaka-1208 Phone: 8154051, 8144200",2006-11-02,2011-11-02,2016-11-02,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samadhan,1155,"Keshobpur Bazar, P.O. & Thana: Keshobpur, Jessore. Phone: 04226-56549",1997-05-11,2017-05-10,2027-05-10,Jessore,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samahar-Multi Dicipliminary Research and Development Foundation,2310,"House-817 (3rd Fl.), Road-04, Baitul Aman Housing Society, Adabar, Dhaka-1207 Phone: 9115530, Fax: 9113867",2008-02-26,2018-02-26,2028-02-26,Lalmonirhat,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samaj Jagoran O Unnayan Kendra,2452,"Professor Colony, College Road, Gaibandah-5700 Phone: 01712-532003",2009-06-02,2024-06-02,2034-06-01,Gaibandha,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samaj Kallan Bahumukhi Unnayan Sangstha,2241,"House-39 (1st Fl.), Road-14, Rajuk Project, Merul Badda, Dhaka. Phone: 8819022",2007-06-10,2017-06-10,2027-06-10,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samaj Kalyan O Palli Unnayan Sangstha,0472,"Vill & P.O. Rupsha, Thana Shibalay, Manikganj Phone: 01712-570434",1991-05-22,2011-05-22,2016-05-22,Manikganj,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samaj Kalyan O Unnayan Shangstha (SKUS),2061,"110, Shantinagar, Nilpar Building (1st Floor), Dhaka. Phone: 9338519, Fax: 9338519",2006-01-25,2021-01-25,2031-01-25,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samaj Kalyan Parishad,0140,"House-22(3rd Floor), Road-15, (Rabindra Sarani), Sector-07, Uttara, Dhaka Phone: 01715-801977",1983-04-10,2018-04-18,2028-04-18,Kustia,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samaj O Jati Gathan (SOJAG),0453,"Vill&PO: Shalan, UZ: Dhamrai. Dist: Dhaka. Phone: 01730-038501 www.sojag.org",1991-03-25,2016-03-25,2021-03-25,Dhaka,Bangladesh,"Cancelled on 27/06/2010, Revived on 10/05/2011",Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samaj Paribartan Kendra-SPK,0722,"40/42, Taherbag, Nawabpur, PS: Wari, Dhaka-1100 Phone: 7125156, Fax: 9565304",1993-06-30,2013-06-30,2018-06-30,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samaj Progoti Sangstha,0783,"Razia Niloy, Sarderpara, New College Road, Post Code # 2000, Dist. Jamalpur Phone : 0981-2101",1993-11-11,2008-11-11,2013-11-11,Jamalpur,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samaj Seba Sangstha,2057,"House-225, Road-15, New DOHS, Mohakhali, Dhaka-1206",2006-01-05,2021-01-05,2031-01-05,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samaj Unnayan Kendra (SUK),1359,"13--A/3-A, Block-B, Babor Road, Mohammadpur, Dhaka-1207 Phone : 8126913",1999-03-22,2019-03-22,2029-03-22,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samaj Unnayan Palli Sangstha,2900,"Taz Plaza, Krishi Market, Kacha Bazar, Mohammedpur, Dhaka Phone: 01728-580991",2014-10-20,2019-10-20,2029-10-20,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samaj Unnayan Proshikhan Kendra,0154,"Kalitola, Dinajpur-5200 Phone: 0531-64654",1983-12-08,2015-05-15,2020-05-15,Dinajpur,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samaj Unnayan Proyash,1230,"House-10, Road-28, Sector-07, Uttara, Dhaka. Phone: 8922174",1998-01-14,2013-01-14,2023-01-14,Jessore,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samaj Unnayan Samity,0251,"Tikapara, Thakurgaon Phone: 01715-614626 www.gadalliance.net/tnc-cds.htm",1988-01-04,2018-01-04,2028-01-04,Thakurgaon,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samaj Unnayan Sangstha (Dhaka),0509,"413, Gulbagh Road, Malibagh, Dhaka. Phone : 9356051",1991-07-03,2016-07-31,2026-07-31,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samaj Unnayan Sangstha Comilla,2504,"Uralchail, Iqbal Nagar, Nagolkot, Comilla. Phone: 01819-074407",2009-10-28,2014-10-28,2019-10-28,Comilla,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samaj Unnayan Sangstha-Khulna,2587,"Nazmin Mansion, 7/1, Soultan Ahmed Road, Moulvipara, Khulna Sadar, Khulna-9100. Phone: 810752, Fax: 2830472",2010-07-13,,2015-07-13,Khulna,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samaj Unnayan-O-Paribar Porikalpana Sangstha,0575,"Ibrahimpur Road, (Court Road), P.O: Sreemangal (3210), Dist: Maulavibazar Phone :08626-71451",1991-12-15,2017-12-15,2027-12-15,MoulaviBazar,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samajic Kallyan Sangstha,1327,"Salandar, Thakurgaon Phone: 05641-52641",1998-12-27,2018-12-27,2028-12-27,Thakurgaon,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samajik Sheba Shonghothon,2124,"Vill+Post: Pathrail, Thana: Delduwar, Dist.: Tangail. Phone: 01716-401569, Fax: 0921-53388",2006-08-20,2021-08-20,2031-08-19,Tangail,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samajik Unnayan Sangstha,0498,"Dapdapia, Thana: Nalchiti, Jhalokhati. Phone: 01712-557833 www.susbd.net",1991-07-18,2016-07-17,2026-07-16,Jhalokathi,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samakal Samaj Unnayan Sangstha,0640,"Vill. & P.O: Jahangirabad, Via: Sadullapur, Pirganj, Rangpur Phone: 05227-56022",1992-07-28,2017-07-28,2027-07-28,Rangpur,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samannita Attonirvorsheel Samaj Unnyon Sangstha (SISDA),3097,"Vill: Majihat, PO: Halsha, Mirpur, Kustia Phone: 01715020343",2017-10-31,,2027-10-31,Kustia,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samannita Jono Kalyan Kendra,1089,"19/4, City Lane, Savar, Dhaka. Phone: 9137439",1996-10-27,2016-10-27,2026-10-27,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samannita Palli O Krishi Unnayan Kendra,1721,"Biswas Betka, Dhaka Road, Tangail, Phone: 01711-987113",2002-06-10,2017-06-10,2027-06-10,Tangail,Bangladesh,"Cancelled on 23/12/2010, Revived on 30/05/2011",Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samannita Unnayan Sangstha,1411,"Seven Sara Tower (2nd Floor), 974,East Nasirabad, Chattogram. Phone: 031-2550011",1999-08-17,2014-08-17,2019-08-17,Chattogram,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samannito Unnayan Seba Sangathan,1178,"Sathi Cinema Road, Modhupur, Tangail Phone: 0922888127",1997-08-10,2017-08-10,2027-08-10,Tangail,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samata,0180,"9/5, Iqbal Road, Block-A, Mohammadpur, Dhaka Phone : 9131058",1985-04-28,2005-03-24,2010-03-24,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samata Nari Kalyan Sangstha,1727,"Village+P.O: Monigram, Thana: Bagha, Rajshahi Phone: 01714-049469",2002-08-01,2017-08-01,2027-08-01,Rajshahi,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samata Unnayan Sangstha,3024,"Vill:; Gunergati, Post: Sirajganj, UZ: Sadar, Dist: Sirajganj Phone: 01711-467636",2016-05-25,2021-05-25,2031-05-24,Sirajganj,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samdani Art Foundation,3227,"Shanta Western Tower, Level-5, 501-502 Plot, 186 Gulshan, Tejgaon Link Road, Tejgaon I-A, Dhaka. Tel: 028-878784-7",2019-11-24,,2029-11-24,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Sammya Mohila Unnayan Sangstha,1976,"Vill: Salemanpur (Shekhpara), Post+P.S.: Coatchandpur, Dist. Jhenidaha.",2004-10-27,,2009-10-27,Jhenaidah,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Samprity Aid Foundation,3343,"Gopinathpur, Binerpota, Satkhira Phone: 01911123315 email: samprityaid@gmail.com",2023-03-15,,2033-03-14,Sathkhira,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Sanchito Sapno Mohila Sangstha,3202,"West Amtharpar, Batthaarpar, Sadar, Barguna, Mob: 01818323116",2019-06-23,,2029-06-23,Barguna,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Sancred Welfare Foundation(SWF),2171,"Suravi Residential Area, Hasonnagor, Sunamganj-3000 Phone: 0871-61540, 55846 www.swfbangladesh.org",2006-12-04,2021-12-04,2031-12-03,Sunamganj,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Sandhan,0888,"Chowdhury Para, Khaliganj, Kurigram Phone: 01718-836835",1995-01-18,2020-01-18,2030-01-18,Kurigram,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Sandhani Nari Unnayan Sanghasta (SNUS),3203,"Vill: Kukrail, Eterpool, Madaripur, Mob: 019912285843",2019-06-25,,2029-06-25,Madaripur,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Sangjog,0767,"Baharain Vila, House-554/5, Basain, Narshingdi. Phone: 9451624",1993-11-03,2008-11-03,2013-11-03,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Sangkalpa Trust,0262,"Zaki Mansion, House-259, College Road, Barguna-8700 Phone: 04455-75122 www.sangkalpa. Org",1988-03-27,2018-03-27,2028-03-27,Barguna,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Sangkalpo Samaj Kallyan Sangoton,3596,"Mallikpur-84, PO: Sunamganj, UP: Sunamganj, Dist: Sunamganj Phone: 01718116905",2026-06-02,,2036-06-01,Sunamganj,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Sangoti Samaj Kallyan Sanggstha,3368,"House-20/1, Flat-02, Uttar Adabor, Adabor Kacha Bazar, Mohammadpur, Dhaka. Phone: 01905044964 email: ssks2001bd@gmail.com",2023-07-24,,2033-07-23,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Sangram (Sangathita Gram Unnayan Karmasuchi),0454,"Shahid Sritee Sarak, Barguna-8700 Phone : 0448-62828, Fax: 0448-63454",1991-03-25,2021-03-25,2031-03-24,Barguna,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Sangskar,2289,"Mowsak Tower, 83/B, New Circular Road, Malibag, Dhaka.",2007-11-14,,2012-11-14,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Sanjivani Manabik Unnayan Sangstha,2874,"Road-13, House-12/Ka, North Bishil, Mirpur, Dhaka Phone: 01817-081467",2014-08-12,,2019-08-12,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Sanjog Bangladesh,2639,"Flat-5/A, House-02, Road-04, Banani, Djhaka. Phone: 0149348313, 8616558",2011-05-04,2021-05-04,2031-05-03,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Saptadinga,1219,"House-51/12 (Gr, flr), R-12, Pisciculture HS, Mohammadpur, Dhaka Phone : 9132693",1997-11-27,2002-11-27,2007-11-27,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Saptagram Nari Swanirvar Parishad,0064,"House-4/2/35, North Kalibari Road, Jheeltuli, Faridpur-7800 Phone: 0631-65502, 01676-281290",1981-04-22,2016-11-29,2026-11-29,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Saraswatipur Academy,1504,"Saraswatipur Mission, Saraswatipur, Mohadevpur, Naogaon.",2000-04-19,2020-04-19,2030-04-19,Naogaon,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Sardar Sultan Mahmood Welfare Foundation,2151,"Vill:. Narayelpara, Post+Thana+Dist.: Pirojpur",2006-11-02,,2011-11-02,Pirojpur,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Sa-Riday Foundation,2573,"15 No. Mughal Nagar Road, matuail Dakhin Para, Demra, Dhaka. Phone: 9125578",2010-05-18,,2015-05-18,Dhaka,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Sarkar Pasa Welfare Trust,2143,"Jamalpur Road, Aramnagar, Post: Sarisha Bari, Dist.: Jamalpur. Phone: 09827-56159, 01834100200 www.spwt.workwithus.org",2006-10-08,2016-10-08,2021-10-08,Jamalpur,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Sarnali Mohila Samity (SMS),1746,"Banolata, Sayestha Khan Road, South Raghobpur, Pabna-6600 Phone: 0731-66706",2002-10-07,2017-10-07,2027-10-07,Pabna,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Satata Development Society,3154,"Village: Uttar Rupatoli, Post: Rupatoli Housing, Sadar, Barisal.",2018-06-11,2018-06-11,2028-06-11,Barisal,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
Satata Sangstha,2629,"Vill & PO: Tapurchar, Rowmari, Dist: Kurigram. Phone: 01791-360006",2011-03-20,2021-03-20,2029-03-19,Kurigram,Bangladesh,,Bangladesh NGO Affairs Bureau - Local NGO List (up to 19 August 2026)
